Level: Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Alaska,2006,"$1,180,306.00","$914,679.00","$265,627.00","$226,739.00","$171,375.00","$55,364.00","$3,312.00",$0.00,$0.00,$0.00,$0.00,$233.00,"$20,243.00","$31,576.00","$37,682.00",$40.00,$0.00,"$15,203.00","$15,203.00",$0.00,"$22,439.00",$0.00,$0.00,$0.00,$0.00,"$1,206.00"
Alaska,2007,"$1,256,331.00","$969,298.00","$287,033.00","$248,339.00","$176,025.00","$72,314.00","$4,035.00",$499.00,$0.00,$0.00,$0.00,$449.00,"$24,113.00","$43,218.00","$37,377.00",$36.00,$0.00,"$15,123.00","$15,123.00",$0.00,"$22,218.00",$0.00,$0.00,$0.00,$0.00,"$1,317.00"
Alaska,2008,"$1,310,362.00","$986,872.00","$323,490.00","$287,045.00","$214,647.00","$72,398.00","$3,828.00","$1,014.00",$0.00,$0.00,$0.00,"$2,488.00","$22,696.00","$42,372.00","$35,009.00",$2.00,$0.00,"$15,381.00","$15,381.00",$0.00,"$19,626.00",$0.00,$0.00,$0.00,$0.00,"$1,436.00"
Alaska,2009,"$1,573,859.00","$1,088,730.00","$485,129.00","$447,005.00","$370,640.00","$76,365.00","$3,834.00","$1,156.00",$0.00,$0.00,$0.00,$656.00,"$23,356.00","$47,363.00","$36,527.00",$2.00,$0.00,"$15,772.00","$15,772.00",$0.00,"$20,753.00",$0.00,$0.00,$0.00,$0.00,"$1,597.00"
Alaska,2010,"$1,603,713.00","$1,156,819.00","$446,894.00","$412,906.00","$342,932.00","$69,974.00","$4,276.00","$1,102.00",$0.00,$0.00,$0.00,$457.00,"$23,957.00","$40,182.00","$32,545.00",$2.00,$0.00,"$13,388.00","$13,388.00",$0.00,"$19,155.00",$0.00,$0.00,$0.00,$0.00,"$1,443.00"
Alaska,2011,"$1,712,130.00","$1,262,747.00","$449,383.00","$416,024.00","$337,164.00","$78,860.00","$4,210.00",$999.00,$0.00,$0.00,$0.00,$497.00,"$24,679.00","$48,475.00","$31,603.00",$0.00,$0.00,"$14,741.00","$14,741.00",$0.00,"$16,862.00",$0.00,$0.00,$0.00,$0.00,"$1,756.00"
Alaska,2012,"$1,630,146.00","$1,305,477.00","$324,669.00","$289,612.00","$204,906.00","$84,706.00","$4,780.00",$999.00,$0.00,$0.00,$0.00,$603.00,"$27,379.00","$50,945.00","$32,965.00",$0.00,$0.00,"$14,268.00","$14,268.00",$0.00,"$18,697.00",$0.00,$0.00,$0.00,$0.00,"$2,092.00"
Alaska,2013,"$1,665,123.00","$1,310,412.00","$354,711.00","$313,690.00","$217,869.00","$95,821.00","$4,943.00","$1,004.00",$0.00,$0.00,$0.00,$805.00,"$31,587.00","$57,482.00","$38,972.00",$0.00,$0.00,"$20,260.00","$20,260.00",$0.00,"$18,712.00",$0.00,$0.00,$0.00,$0.00,"$2,049.00"
Alaska,2014,"$1,688,051.00","$1,322,437.00","$365,614.00","$321,656.00","$222,929.00","$98,727.00","$4,981.00",$0.00,$0.00,$0.00,$0.00,"$2,175.00","$32,400.00","$59,171.00","$41,817.00",$23.00,$0.00,"$21,063.00","$21,063.00",$0.00,"$20,731.00",$0.00,$0.00,$0.00,$0.00,"$2,141.00"
Alaska,2015,"$1,739,503.00","$1,348,274.00","$391,229.00","$346,637.00","$235,759.00","$110,878.00","$5,199.00",$491.00,$0.00,$0.00,$0.00,"$8,762.00","$35,409.00","$61,017.00","$42,405.00",$32.00,$0.00,"$23,074.00","$23,074.00",$0.00,"$19,299.00",$0.00,$0.00,$0.00,$0.00,"$2,187.00"
Alaska,2016,"$1,797,869.00","$1,406,198.00","$391,671.00","$348,367.00","$234,574.00","$113,793.00","$5,326.00",$495.00,$0.00,$0.00,$0.00,"$8,289.00","$38,357.00","$61,326.00","$41,078.00",$23.00,$0.00,"$23,171.00","$23,171.00",$0.00,"$17,884.00",$0.00,$0.00,$0.00,$0.00,"$2,226.00"
Alaska,2017,"$1,840,387.00","$1,447,639.00","$392,748.00","$352,188.00","$233,759.00","$118,429.00","$5,825.00",$631.00,$0.00,$0.00,$0.00,"$9,108.00","$38,357.00","$64,508.00","$39,190.00",$15.00,$0.00,"$23,044.00","$23,044.00",$0.00,"$16,131.00",$0.00,$0.00,$0.00,$0.00,"$1,370.00"
Maine,1994,"$1,150,274.00","$1,129,997.00","$20,277.00","$1,457.00",$0.00,"$1,457.00",$0.00,$0.00,$0.00,$0.00,$0.00,$96.00,$0.00,"$1,361.00","$6,850.00",$0.00,$0.00,"$6,850.00","$6,850.00",$0.00,$0.00,$212.00,$212.00,$0.00,$0.00,"$11,758.00"
Maine,1995,"$1,248,117.00","$1,226,407.00","$21,710.00","$1,544.00",$0.00,"$1,544.00",$0.00,$0.00,$0.00,$0.00,$0.00,$119.00,$0.00,"$1,425.00","$6,568.00",$0.00,$0.00,"$6,568.00","$6,568.00",$0.00,$0.00,$229.00,$229.00,$0.00,$0.00,"$13,369.00"
Maine,1996,"$1,334,829.00","$1,308,794.00","$26,035.00","$1,620.00",$0.00,"$1,620.00",$0.00,$0.00,$0.00,$0.00,$0.00,$122.00,$0.00,"$1,498.00","$7,756.00",$0.00,$0.00,"$7,756.00","$7,756.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,659.00"
Maine,1997,"$1,544,577.00","$1,489,517.00","$55,060.00","$8,433.00",$0.00,"$8,433.00",$0.00,$0.00,$0.00,$0.00,$0.00,$97.00,$0.00,"$8,336.00","$29,255.00",$0.00,$0.00,"$29,255.00","$29,255.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,372.00"
Maine,1998,"$1,642,498.00","$1,590,887.00","$51,611.00","$4,775.00",$0.00,"$4,775.00",$0.00,$0.00,$0.00,$0.00,$0.00,$99.00,$0.00,"$4,676.00","$25,180.00",$0.00,$0.00,"$25,180.00","$25,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,656.00"
Maine,1999,"$1,541,788.00","$1,504,165.00","$37,623.00","$2,888.00",$0.00,"$2,888.00",$0.00,$0.00,$0.00,$0.00,$0.00,$118.00,$0.00,"$2,770.00","$19,348.00",$0.00,$0.00,"$19,348.00","$19,348.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,387.00"
Maine,2000,"$1,601,062.00","$1,567,940.00","$33,122.00","$4,149.00",$0.00,"$4,149.00",$0.00,$0.00,$0.00,$0.00,$0.00,$108.00,$0.00,"$4,041.00","$12,502.00",$0.00,$0.00,"$12,502.00","$12,502.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,471.00"
Maine,2002,"$1,914,316.00","$1,864,022.00","$50,294.00","$4,529.00",$0.00,"$4,529.00",$0.00,$0.00,$0.00,$0.00,$0.00,$140.00,$0.00,"$4,389.00","$26,087.00",$0.00,$0.00,"$26,087.00","$26,087.00",$0.00,$0.00,$51.00,$51.00,$0.00,$0.00,"$19,627.00"
Maine,2004,"$2,112,433.00","$2,054,086.00","$58,347.00","$3,179.00",$0.00,"$3,179.00",$0.00,$0.00,$0.00,$0.00,$0.00,$413.00,$0.00,"$2,766.00","$31,214.00",$0.00,$0.00,"$31,214.00","$31,214.00",$0.00,$0.00,$361.00,$361.00,$0.00,$0.00,"$23,593.00"
Maine,2005,"$2,148,547.00","$2,108,308.00","$40,239.00","$1,074.00",$0.00,"$1,074.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,074.00",$0.00,$0.00,"$38,583.00",$28.00,$0.00,"$14,876.00","$14,876.00",$0.00,"$23,679.00",$0.00,$0.00,$0.00,$0.00,$582.00
Maine,2006,"$1,996,620.00","$1,970,518.00","$26,102.00","$1,700.00",$0.00,"$1,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,700.00",$0.00,$0.00,"$22,754.00",$17.00,$0.00,$0.00,$0.00,$0.00,"$22,737.00",$0.00,$0.00,$0.00,$0.00,"$1,648.00"
Maine,2007,"$2,051,868.00","$2,027,061.00","$24,807.00","$1,576.00",$0.00,"$1,576.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$1,576.00",$0.00,$0.00,"$22,572.00",$31.00,$0.00,$0.00,$0.00,$0.00,"$22,541.00",$0.00,$0.00,$0.00,$0.00,$659.00
Maine,2008,"$2,156,388.00","$2,129,336.00","$27,052.00","$4,685.00",$0.00,"$4,685.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$4,685.00",$0.00,$0.00,"$20,014.00",$1.00,$0.00,$0.00,$0.00,$0.00,"$20,013.00",$0.00,$0.00,$0.00,$0.00,"$2,353.00"
Maine,2009,"$2,329,279.00","$2,305,734.00","$23,545.00","$5,797.00",$0.00,"$5,797.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$5,797.00",$0.00,$0.00,"$17,295.00",$6.00,$0.00,$0.00,$0.00,$0.00,"$17,289.00",$0.00,$0.00,$0.00,$0.00,$453.00
Maine,2010,"$2,334,516.00","$2,313,031.00","$21,485.00","$6,385.00",$0.00,"$6,385.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,385.00",$0.00,$0.00,"$14,645.00",$6.00,$0.00,$0.00,$0.00,$0.00,"$14,639.00",$0.00,$0.00,$0.00,$0.00,$455.00
Maine,2011,"$2,352,713.00","$2,329,961.00","$22,752.00","$6,757.00",$0.00,"$6,757.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,757.00",$0.00,$0.00,"$15,955.00",$6.00,$0.00,$0.00,$0.00,$0.00,"$15,949.00",$0.00,$0.00,$0.00,$0.00,$40.00
Maine,2012,"$2,360,613.00","$2,338,066.00","$22,547.00","$6,527.00",$9.00,"$6,518.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,518.00",$0.00,$0.00,"$15,919.00",$0.00,$0.00,$30.00,$30.00,$0.00,"$15,889.00",$0.00,$0.00,$0.00,$0.00,$101.00
Maine,2013,"$2,424,745.00","$2,401,001.00","$23,744.00","$6,482.00",$13.00,"$6,469.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,469.00",$0.00,$0.00,"$17,151.00",$0.00,$0.00,$29.00,$29.00,$0.00,"$17,122.00",$0.00,$0.00,$0.00,$0.00,$111.00
Maine,2014,"$2,550,842.00","$2,522,753.00","$28,089.00","$6,577.00",$11.00,"$6,566.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,566.00",$0.00,$0.00,"$21,400.00",$4.00,$0.00,$52.00,$52.00,$0.00,"$21,344.00",$0.00,$0.00,$0.00,$0.00,$112.00
Maine,2015,"$2,666,230.00","$2,639,853.00","$26,377.00","$6,656.00",$17.00,"$6,639.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,639.00",$0.00,$0.00,"$18,727.00",$4.00,$0.00,$53.00,$53.00,$0.00,"$18,670.00",$0.00,$0.00,$0.00,$0.00,$994.00
Maine,2016,"$2,799,455.00","$2,768,650.00","$30,805.00","$6,637.00",$17.00,"$6,620.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,582.00",$0.00,$38.00,"$23,200.00",$4.00,$0.00,$65.00,$65.00,$0.00,"$23,131.00",$0.00,$0.00,$0.00,$0.00,$968.00
Maine,2017,"$2,846,796.00","$2,816,274.00","$30,522.00","$6,561.00",$0.00,"$6,561.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$6,510.00",$0.00,$51.00,"$23,002.00",$4.00,$0.00,$167.00,$167.00,$0.00,"$22,831.00",$0.00,$0.00,$0.00,$0.00,$959.00
Maryland,1994,"$5,718,341.00","$3,399,014.00","$2,319,327.00","$231,845.00",$0.00,"$231,845.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$160,216.00",$0.00,"$71,629.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,683,008.00","$1,683,008.00",$0.00,$0.00,"$404,474.00"
Maryland,1995,"$5,844,199.00","$3,497,298.00","$2,346,901.00","$230,007.00",$0.00,"$230,007.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$154,255.00",$0.00,"$75,752.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,733,781.00","$1,733,781.00",$0.00,$0.00,"$383,113.00"
Maryland,1996,"$5,964,998.00","$3,568,660.00","$2,396,338.00","$210,158.00",$0.00,"$210,158.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$136,252.00",$0.00,"$73,906.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,804,493.00","$1,804,493.00",$0.00,$0.00,"$381,687.00"
Maryland,1997,"$6,206,546.00","$3,608,286.00","$2,598,260.00","$223,005.00",$0.00,"$223,005.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$138,208.00",$0.00,"$84,797.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,956,158.00","$1,956,158.00",$0.00,$0.00,"$419,097.00"
Maryland,1998,"$6,861,656.00","$4,006,478.00","$2,855,178.00","$222,041.00",$0.00,"$222,041.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$132,954.00",$0.00,"$89,087.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,168,429.00","$2,168,429.00",$0.00,$0.00,"$464,708.00"
Maryland,1999,"$7,057,373.00","$3,894,313.00","$3,163,060.00","$243,537.00",$0.00,"$243,537.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$139,708.00",$0.00,"$103,829.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,385,007.00","$2,385,007.00",$0.00,$0.00,"$534,516.00"
Maryland,2000,"$7,935,434.00","$4,553,259.00","$3,382,175.00","$260,695.00",$0.00,"$260,695.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$140,004.00",$0.00,"$120,691.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,541,336.00","$2,541,336.00",$0.00,$0.00,"$580,144.00"
Maryland,2002,"$9,053,005.00","$5,139,403.00","$3,913,602.00","$274,533.00",$0.00,"$274,533.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$137,964.00",$0.00,"$136,569.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,939,815.00","$2,939,815.00",$0.00,$0.00,"$699,254.00"
Maryland,2004,"$9,995,247.00","$5,539,833.00","$4,455,414.00","$391,831.00",$0.00,"$391,831.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$258,122.00",$0.00,"$133,709.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,008,707.00","$3,008,707.00",$0.00,$0.00,"$1,054,876.00"
Maryland,2005,"$10,385,920.00","$5,065,733.00","$5,320,187.00","$459,216.00",$0.00,"$459,216.00",$0.00,"$8,485.00",$0.00,$0.00,$0.00,"$324,504.00",$0.00,"$126,227.00","$25,338.00","$1,678.00","$4,477.00",$0.00,$0.00,$0.00,"$19,183.00","$3,491,923.00","$3,491,923.00",$0.00,$0.00,"$1,343,710.00"
Maryland,2006,"$11,163,920.00","$5,385,227.00","$5,778,693.00","$499,754.00",$0.00,"$499,754.00",$0.00,"$10,816.00",$0.00,$0.00,$0.00,"$348,270.00",$0.00,"$140,668.00","$133,274.00","$5,666.00","$4,646.00",$0.00,$0.00,$0.00,"$122,962.00","$3,695,954.00","$3,695,954.00",$0.00,$0.00,"$1,449,711.00"
Maryland,2007,"$10,925,407.00","$5,239,721.00","$5,685,686.00","$516,230.00",$0.00,"$516,230.00",$0.00,"$48,461.00",$0.00,$0.00,$0.00,"$354,909.00",$0.00,"$112,860.00","$174,049.00","$8,033.00","$4,954.00",$0.00,$0.00,$0.00,"$161,062.00","$4,075,241.00","$4,075,241.00",$0.00,$0.00,"$920,166.00"
Maryland,2008,"$11,455,889.00","$5,759,696.00","$5,696,193.00","$535,784.00",$0.00,"$535,784.00",$0.00,"$52,453.00",$0.00,$0.00,$0.00,"$360,960.00",$0.00,"$122,371.00","$164,187.00","$9,405.00","$5,290.00",$0.00,$0.00,$0.00,"$149,492.00","$4,246,695.00","$4,246,695.00",$0.00,$0.00,"$749,527.00"
Maryland,2009,"$12,767,971.00","$7,131,268.00","$5,636,703.00","$526,767.00",$0.00,"$526,767.00",$0.00,"$50,072.00",$0.00,$0.00,$0.00,"$386,367.00",$0.00,"$90,328.00","$169,000.00","$9,131.00","$5,732.00",$0.00,$0.00,$0.00,"$154,137.00","$4,286,585.00","$4,286,585.00",$0.00,$0.00,"$654,351.00"
Maryland,2010,"$12,816,464.00","$7,724,223.00","$5,092,241.00","$579,541.00",$0.00,"$579,541.00",$0.00,"$48,756.00",$0.00,$0.00,$0.00,"$420,072.00",$0.00,"$110,713.00","$156,943.00","$9,655.00","$5,812.00",$0.00,$0.00,$0.00,"$141,476.00","$3,723,733.00","$3,723,733.00",$0.00,$0.00,"$632,024.00"
Maryland,2011,"$13,017,671.00","$7,718,417.00","$5,299,254.00","$707,502.00",$0.00,"$707,502.00",$0.00,"$46,749.00",$0.00,$0.00,$0.00,"$499,039.00",$0.00,"$161,714.00","$203,226.00","$10,020.00",$0.00,$0.00,$0.00,$0.00,"$193,206.00","$3,874,141.00","$3,874,141.00",$0.00,$0.00,"$514,385.00"
Maryland,2012,"$14,014,908.00","$8,210,369.00","$5,804,539.00","$757,258.00",$0.00,"$757,258.00",$0.00,"$50,974.00",$0.00,$0.00,$0.00,"$483,594.00",$0.00,"$222,690.00","$198,463.00","$10,310.00",$0.00,$0.00,$0.00,$0.00,"$188,153.00","$4,360,970.00","$4,360,970.00",$0.00,$0.00,"$487,848.00"
Maryland,2013,"$14,165,820.00","$8,072,579.00","$6,093,241.00","$775,686.00",$0.00,"$775,686.00",$0.00,"$54,892.00",$0.00,$0.00,$0.00,"$469,908.00",$0.00,"$250,886.00","$203,375.00","$8,320.00",$0.00,$0.00,$0.00,$0.00,"$195,055.00","$4,540,535.00","$4,540,535.00",$0.00,$0.00,"$573,645.00"
Maryland,2014,"$14,433,199.00","$8,142,737.00","$6,290,462.00","$831,690.00",$0.00,"$831,690.00",$0.00,"$53,015.00",$0.00,$0.00,$0.00,"$464,954.00",$0.00,"$313,721.00","$215,452.00","$8,593.00",$0.00,$0.00,$0.00,$0.00,"$206,859.00","$4,750,364.00","$4,750,364.00",$0.00,$0.00,"$492,956.00"
Maryland,2015,"$15,099,661.00","$8,604,420.00","$6,495,241.00","$858,154.00",$0.00,"$858,154.00",$0.00,"$54,257.00",$0.00,$0.00,$0.00,"$512,453.00",$0.00,"$291,444.00","$232,971.00","$8,624.00",$0.00,$0.00,$0.00,$0.00,"$224,347.00","$4,869,328.00","$4,869,328.00",$0.00,$0.00,"$534,788.00"
Maryland,2016,"$15,732,476.00","$8,570,710.00","$7,161,766.00","$947,498.00",$0.00,"$947,498.00",$0.00,"$55,413.00",$0.00,$0.00,$0.00,"$452,954.00",$0.00,"$439,131.00","$267,252.00","$9,738.00",$0.00,$0.00,$0.00,$0.00,"$257,514.00","$5,193,330.00","$5,193,330.00",$0.00,"$113,267.00","$640,419.00"
Maryland,2017,"$16,364,665.00","$9,001,280.00","$7,363,385.00","$958,510.00",$0.00,"$958,510.00",$0.00,"$61,263.00",$0.00,$0.00,$0.00,"$454,169.00",$0.00,"$443,078.00","$251,960.00","$9,590.00",$0.00,$0.00,$0.00,$0.00,"$242,370.00","$5,335,724.00","$5,335,724.00",$0.00,"$132,527.00","$684,664.00"
Massachusetts,1994,"$6,109,398.00","$5,948,376.00","$161,022.00","$57,173.00",$0.00,"$57,173.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$57,173.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$103,849.00"
Massachusetts,1995,"$6,499,773.00","$6,319,565.00","$180,208.00","$61,370.00",$0.00,"$61,370.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$61,370.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$118,838.00"
Massachusetts,1996,"$6,667,597.00","$6,474,995.00","$192,602.00","$65,657.00",$0.00,"$65,657.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$65,657.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$126,945.00"
Massachusetts,1997,"$6,814,267.00","$6,612,387.00","$201,880.00","$70,270.00",$0.00,"$70,270.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$70,270.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$131,610.00"
Massachusetts,1998,"$7,217,678.00","$6,980,968.00","$236,710.00","$91,413.00",$0.00,"$91,413.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$91,413.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$145,297.00"
Massachusetts,1999,"$7,537,653.00","$7,300,391.00","$237,262.00","$105,420.00",$0.00,"$105,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$105,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$131,842.00"
Massachusetts,2000,"$7,889,193.00","$7,642,370.00","$246,823.00","$96,379.00",$0.00,"$96,379.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,379.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$150,444.00"
Massachusetts,2002,"$9,072,844.00","$8,718,948.00","$353,896.00","$152,427.00",$0.00,"$152,427.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$152,427.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$201,469.00"
Massachusetts,2004,"$10,175,904.00","$9,814,264.00","$361,640.00","$137,539.00",$0.00,"$137,539.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$137,539.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$224,101.00"
Massachusetts,2005,"$10,741,973.00","$10,341,056.00","$400,917.00","$149,724.00",$0.00,"$149,724.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$149,724.00","$215,579.00","$2,360.00",$0.00,$0.00,$0.00,$0.00,"$213,219.00",$0.00,$0.00,$0.00,$0.00,"$35,614.00"
Massachusetts,2006,"$11,219,685.00","$10,812,087.00","$407,598.00","$154,389.00",$0.00,"$154,389.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$154,389.00","$225,763.00","$2,359.00",$0.00,$0.00,$0.00,$0.00,"$223,404.00",$0.00,$0.00,$0.00,$0.00,"$27,446.00"
Massachusetts,2007,"$11,423,609.00","$11,036,091.00","$387,518.00","$165,230.00",$0.00,"$165,230.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$165,230.00","$219,964.00","$3,189.00",$0.00,$0.00,$0.00,$0.00,"$216,775.00",$0.00,$0.00,$0.00,$0.00,"$2,324.00"
Massachusetts,2008,"$12,086,615.00","$11,659,127.00","$427,488.00","$168,786.00",$0.00,"$168,786.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$168,786.00","$239,399.00","$3,313.00",$0.00,$0.00,$0.00,$0.00,"$236,086.00",$0.00,$0.00,$0.00,$0.00,"$19,303.00"
Massachusetts,2009,"$12,717,250.00","$12,308,253.00","$408,997.00","$183,282.00",$0.00,"$183,282.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$183,282.00","$214,405.00","$3,338.00",$0.00,$0.00,$0.00,$0.00,"$211,067.00",$0.00,$0.00,$0.00,$0.00,"$11,310.00"
Massachusetts,2010,"$13,275,668.00","$12,869,267.00","$406,401.00","$191,424.00",$0.00,"$191,424.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$191,424.00","$201,807.00","$3,352.00",$0.00,$0.00,$0.00,$0.00,"$198,455.00",$0.00,$0.00,$0.00,$0.00,"$13,170.00"
Massachusetts,2011,"$13,753,911.00","$13,280,765.00","$473,146.00","$236,836.00",$0.00,"$236,836.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$236,836.00","$220,479.00","$3,389.00",$0.00,$0.00,$0.00,$0.00,"$217,090.00",$0.00,$0.00,$0.00,$0.00,"$15,831.00"
Massachusetts,2012,"$14,243,938.00","$13,675,751.00","$568,187.00","$306,018.00",$0.00,"$306,018.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$306,018.00","$249,574.00","$3,445.00",$0.00,$0.00,$0.00,$0.00,"$246,129.00",$0.00,$0.00,$0.00,$0.00,"$12,595.00"
Massachusetts,2013,"$14,929,449.00","$14,320,074.00","$609,375.00","$329,269.00",$0.00,"$329,269.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$329,269.00","$263,014.00","$3,510.00",$0.00,$0.00,$0.00,$0.00,"$259,504.00",$0.00,$0.00,$0.00,$0.00,"$17,092.00"
Massachusetts,2014,"$15,385,545.00","$14,727,586.00","$657,959.00","$351,685.00",$0.00,"$351,685.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$351,685.00","$287,183.00","$4,091.00",$0.00,$0.00,$0.00,$0.00,"$283,092.00",$0.00,$0.00,$0.00,$0.00,"$19,091.00"
Massachusetts,2015,"$16,059,342.00","$15,337,958.00","$721,384.00","$368,802.00",$0.00,"$368,802.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$368,802.00","$331,905.00","$4,134.00",$0.00,$0.00,$0.00,$0.00,"$327,771.00",$0.00,$0.00,$0.00,$0.00,"$20,677.00"
Massachusetts,2016,"$16,903,294.00","$16,085,182.00","$818,112.00","$428,203.00",$0.00,"$428,203.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$428,203.00","$369,345.00","$4,337.00",$0.00,$0.00,$0.00,$0.00,"$365,008.00",$0.00,$0.00,$0.00,$0.00,"$20,564.00"
Massachusetts,2017,"$17,552,236.00","$16,707,378.00","$844,858.00","$419,673.00",$0.00,"$419,673.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$419,673.00","$404,427.00","$4,455.00",$0.00,$0.00,$0.00,$0.00,"$399,972.00",$0.00,$0.00,$0.00,$0.00,"$20,758.00"
