Level: Local,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:Total (thousands), Nominal,,,,,,,,,,,,,,,,,,,,,,,,,,
State,Year,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Kansas,1996,"$2,394,044.00","$1,946,224.00","$447,820.00","$394,263.00","$289,175.00","$105,088.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$93,402.00",$0.00,"$11,686.00","$1,966.00",$0.00,$0.00,"$1,966.00","$1,966.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$51,591.00"
Kansas,1997,"$2,529,799.00","$2,045,364.00","$484,435.00","$428,248.00","$321,017.00","$107,231.00",$448.00,$0.00,$0.00,$96.00,$0.00,"$95,394.00",$0.00,"$11,293.00","$1,889.00",$0.00,$0.00,"$1,889.00","$1,889.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,298.00"
Kansas,1998,"$2,713,333.00","$2,104,239.00","$609,094.00","$551,550.00","$435,318.00","$116,232.00",$82.00,$0.00,$0.00,$99.00,$0.00,"$102,496.00",$0.00,"$13,555.00","$2,688.00",$0.00,$0.00,"$2,688.00","$2,688.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,856.00"
Kansas,1999,"$2,702,959.00","$2,067,669.00","$635,290.00","$584,985.00","$467,359.00","$117,626.00",$700.00,$0.00,$0.00,$103.00,$0.00,"$101,772.00",$0.00,"$15,051.00","$3,520.00",$0.00,$0.00,"$3,520.00","$3,520.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$46,785.00"
Kansas,2000,"$2,768,118.00","$2,124,701.00","$643,417.00","$581,947.00","$469,999.00","$111,948.00",$59.00,$0.00,$0.00,$108.00,$0.00,"$97,555.00",$0.00,"$14,226.00","$2,331.00",$0.00,$0.00,"$2,331.00","$2,331.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$59,139.00"
Kansas,2002,"$3,166,614.00","$2,470,312.00","$696,302.00","$634,114.00","$495,248.00","$138,866.00",$0.00,$0.00,$0.00,$353.00,$0.00,"$121,116.00",$0.00,"$17,397.00","$3,457.00",$0.00,$0.00,"$3,457.00","$3,457.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$58,731.00"
Kansas,2004,"$3,958,297.00","$3,189,062.00","$769,235.00","$703,900.00","$549,759.00","$154,141.00",$0.00,$0.00,$0.00,"$5,173.00",$0.00,"$125,870.00",$0.00,"$23,098.00","$3,206.00",$0.00,$0.00,"$3,206.00","$3,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$62,129.00"
Kansas,2005,"$3,822,073.00","$3,044,928.00","$777,145.00","$707,111.00","$543,950.00","$163,161.00",$0.00,$0.00,$0.00,"$10,551.00",$0.00,"$129,511.00",$0.00,"$23,099.00","$44,069.00",$276.00,$0.00,"$6,613.00","$6,613.00",$0.00,"$37,180.00",$14.00,$0.00,$14.00,$0.00,"$25,951.00"
Kansas,2006,"$4,169,780.00","$3,202,011.00","$967,769.00","$882,717.00","$701,348.00","$181,369.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$154,764.00",$0.00,"$26,605.00","$57,259.00",$187.00,$0.00,"$10,748.00","$10,748.00",$0.00,"$46,324.00",$957.00,$957.00,$0.00,$0.00,"$26,836.00"
Kansas,2007,"$4,459,851.00","$3,385,393.00","$1,074,458.00","$964,523.00","$774,094.00","$190,429.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$167,239.00",$0.00,"$23,190.00","$59,828.00",$310.00,$0.00,"$9,808.00","$9,808.00",$0.00,"$49,710.00","$1,668.00","$1,668.00",$0.00,$0.00,"$48,439.00"
Kansas,2008,"$4,714,026.00","$3,606,413.00","$1,107,613.00","$996,734.00","$794,794.00","$201,940.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$176,121.00",$0.00,"$25,819.00","$60,246.00",$266.00,$0.00,"$14,432.00","$14,432.00",$0.00,"$45,548.00","$2,427.00","$2,427.00",$0.00,$0.00,"$48,206.00"
Kansas,2009,"$4,887,824.00","$3,818,511.00","$1,069,313.00","$969,864.00","$753,911.00","$215,953.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$184,802.00",$0.00,"$31,151.00","$57,289.00",$188.00,$0.00,"$15,707.00","$15,707.00",$0.00,"$41,394.00","$2,697.00","$2,697.00",$0.00,$0.00,"$39,463.00"
Kansas,2010,"$4,910,436.00","$3,844,387.00","$1,066,049.00","$970,067.00","$753,238.00","$216,829.00",$0.00,$1.00,$0.00,$0.00,$0.00,"$188,460.00",$0.00,"$28,368.00","$53,411.00",$247.00,$0.00,"$16,673.00","$16,673.00",$0.00,"$36,491.00","$2,963.00","$2,963.00",$0.00,$0.00,"$39,608.00"
Kansas,2011,"$4,977,039.00","$3,851,386.00","$1,125,653.00","$1,033,290.00","$797,911.00","$235,379.00",$0.00,$37.00,$0.00,$0.00,$0.00,"$206,016.00",$0.00,"$29,326.00","$54,538.00",$288.00,$0.00,"$15,952.00","$15,952.00",$0.00,"$38,298.00","$2,783.00","$2,783.00",$0.00,$0.00,"$35,042.00"
Kansas,2012,"$5,087,873.00","$3,849,998.00","$1,237,875.00","$1,133,386.00","$889,229.00","$244,157.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$214,146.00",$0.00,"$30,011.00","$63,906.00",$270.00,$0.00,"$21,049.00","$21,049.00",$0.00,"$42,587.00","$1,844.00","$1,844.00",$0.00,$0.00,"$38,739.00"
Kansas,2013,"$5,234,533.00","$3,980,654.00","$1,253,879.00","$1,143,047.00","$905,079.00","$237,968.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$203,706.00",$0.00,"$34,262.00","$64,646.00",$185.00,$0.00,"$21,404.00","$21,404.00",$0.00,"$43,057.00","$1,671.00","$1,671.00",$0.00,$0.00,"$44,515.00"
Kansas,2014,"$5,411,710.00","$4,083,009.00","$1,328,701.00","$1,209,647.00","$952,883.00","$256,764.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$218,992.00",$0.00,"$37,772.00","$72,629.00",$203.00,$0.00,"$21,675.00","$21,675.00",$0.00,"$50,751.00","$1,872.00","$1,872.00",$0.00,$0.00,"$44,553.00"
Kansas,2015,"$4,947,665.00","$3,531,432.00","$1,416,233.00","$1,294,913.00","$1,027,840.00","$267,073.00",$0.00,$327.00,$0.00,$0.00,$0.00,"$225,682.00",$0.00,"$41,064.00","$78,532.00",$216.00,$0.00,"$25,321.00","$25,321.00",$0.00,"$52,995.00","$1,924.00","$1,924.00",$0.00,$0.00,"$40,864.00"
Kansas,2016,"$5,219,963.00","$3,723,204.00","$1,496,759.00","$1,364,123.00","$1,089,827.00","$274,296.00",$0.00,$359.00,$0.00,$0.00,$0.00,"$231,158.00",$0.00,"$42,779.00","$86,930.00",$258.00,$0.00,"$26,345.00","$26,345.00",$0.00,"$60,327.00","$1,701.00","$1,701.00",$0.00,$0.00,"$44,005.00"
Kansas,2017,"$5,310,787.00","$3,798,361.00","$1,512,426.00","$1,367,732.00","$1,094,179.00","$273,553.00",$0.00,$196.00,$0.00,$0.00,$113.00,"$227,238.00",$0.00,"$46,006.00","$102,413.00",$264.00,$0.00,"$30,180.00","$30,180.00",$0.00,"$71,969.00","$1,384.00","$1,384.00",$0.00,$0.00,"$40,897.00"
Kentucky,1994,"$1,693,145.00","$848,518.00","$844,627.00","$139,413.00",$0.00,"$139,413.00","$3,253.00",$0.00,$0.00,$0.00,$0.00,"$115,162.00",$0.00,"$20,998.00","$19,132.00",$0.00,$0.00,"$19,132.00","$19,132.00",$0.00,$0.00,"$422,391.00","$422,391.00",$0.00,$0.00,"$263,691.00"
Kentucky,1995,"$1,824,370.00","$915,709.00","$908,661.00","$144,211.00",$0.00,"$144,211.00","$3,494.00",$0.00,$0.00,$0.00,$0.00,"$117,323.00",$0.00,"$23,394.00","$16,977.00",$0.00,$0.00,"$16,977.00","$16,977.00",$0.00,$0.00,"$450,756.00","$450,756.00",$0.00,$0.00,"$296,717.00"
Kentucky,1996,"$1,924,082.00","$999,220.00","$924,862.00","$145,478.00",$0.00,"$145,478.00","$3,478.00",$0.00,$0.00,$0.00,$0.00,"$124,842.00",$0.00,"$17,158.00","$15,957.00",$0.00,$0.00,"$15,957.00","$15,957.00",$0.00,$0.00,"$477,116.00","$477,116.00",$0.00,$0.00,"$286,311.00"
Kentucky,1997,"$2,076,696.00","$1,113,051.00","$963,645.00","$158,082.00",$88.00,"$157,994.00","$3,845.00",$0.00,$0.00,$0.00,$0.00,"$136,881.00",$0.00,"$17,268.00","$20,726.00",$0.00,$0.00,"$20,726.00","$20,726.00",$0.00,$0.00,"$574,788.00","$574,788.00",$0.00,$0.00,"$210,049.00"
Kentucky,1998,"$2,240,188.00","$1,204,361.00","$1,035,827.00","$171,161.00","$1,744.00","$169,417.00","$3,747.00",$0.00,$0.00,$0.00,$0.00,"$146,078.00",$0.00,"$19,592.00","$22,544.00",$0.00,$0.00,"$22,544.00","$22,544.00",$0.00,$0.00,"$641,402.00","$641,402.00",$0.00,$0.00,"$200,720.00"
Kentucky,1999,"$2,403,989.00","$1,294,951.00","$1,109,038.00","$173,537.00","$1,840.00","$171,697.00","$3,793.00",$0.00,$0.00,$0.00,$0.00,"$147,577.00",$0.00,"$20,327.00","$28,366.00",$0.00,$0.00,"$28,366.00","$28,366.00",$0.00,$0.00,"$689,012.00","$689,012.00",$0.00,$0.00,"$218,123.00"
Kentucky,2000,"$2,477,804.00","$1,332,880.00","$1,144,924.00","$173,911.00",$114.00,"$173,797.00",$551.00,$0.00,$0.00,$0.00,$0.00,"$155,527.00",$0.00,"$17,719.00","$16,942.00",$0.00,$0.00,"$16,942.00","$16,942.00",$0.00,$0.00,"$746,729.00","$746,729.00",$0.00,$0.00,"$207,342.00"
Kentucky,2002,"$2,806,067.00","$1,539,207.00","$1,266,860.00","$201,303.00",$98.00,"$201,205.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$178,957.00",$0.00,"$22,248.00","$23,578.00",$0.00,$0.00,"$23,578.00","$23,578.00",$0.00,$0.00,"$818,023.00","$818,023.00",$0.00,$0.00,"$223,956.00"
Kentucky,2004,"$2,997,094.00","$1,680,995.00","$1,316,099.00","$307,030.00","$11,684.00","$295,346.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$207,280.00",$0.00,"$88,066.00","$2,590.00",$0.00,$0.00,"$2,590.00","$2,590.00",$0.00,$0.00,"$809,999.00","$809,999.00",$0.00,$0.00,"$196,480.00"
Kentucky,2005,"$3,170,930.00","$1,771,373.00","$1,399,557.00","$397,590.00","$10,189.00","$387,401.00",$0.00,$0.00,$0.00,$0.00,$0.00,"$221,594.00",$0.00,"$165,807.00","$71,254.00","$5,676.00",$0.00,"$3,520.00","$3,520.00",$0.00,"$62,058.00","$756,000.00","$756,000.00",$0.00,$0.00,"$174,713.00"
Kentucky,2006,"$3,610,410.00","$1,930,119.00","$1,680,291.00","$414,961.00",$0.00,"$414,961.00",$0.00,$0.00,"$143,302.00",$0.00,$0.00,"$249,992.00",$0.00,"$21,667.00","$98,686.00","$5,876.00",$0.00,"$3,262.00","$3,262.00",$0.00,"$89,548.00","$1,118,571.00","$1,003,372.00","$115,199.00",$0.00,"$48,073.00"
Kentucky,2007,"$3,796,832.00","$2,076,985.00","$1,719,847.00","$493,056.00",$0.00,"$493,056.00",$0.00,$51.00,"$217,468.00",$0.00,$0.00,"$262,239.00",$0.00,"$13,298.00","$81,084.00","$6,148.00","$9,279.00","$30,925.00","$30,925.00",$0.00,"$34,732.00","$1,122,220.00","$1,000,009.00","$122,211.00",$0.00,"$23,487.00"
Kentucky,2008,"$4,083,505.00","$2,264,108.00","$1,819,397.00","$535,850.00",$0.00,"$535,850.00",$0.00,$47.00,"$218,249.00",$0.00,$0.00,"$287,684.00",$0.00,"$29,870.00","$89,805.00","$6,390.00","$9,681.00","$43,156.00","$43,156.00",$0.00,"$30,578.00","$1,171,764.00","$1,049,844.00","$121,920.00",$0.00,"$21,978.00"
Kentucky,2009,"$4,171,717.00","$2,356,528.00","$1,815,189.00","$547,182.00",$0.00,"$547,182.00",$0.00,$9.00,"$220,228.00",$0.00,$0.00,"$302,989.00",$0.00,"$23,956.00","$84,686.00","$7,672.00","$9,959.00","$43,515.00","$43,515.00",$0.00,"$23,540.00","$1,163,464.00","$1,053,066.00","$110,398.00",$0.00,"$19,857.00"
Kentucky,2010,"$4,289,093.00","$2,477,922.00","$1,811,171.00","$558,333.00",$0.00,"$558,333.00",$0.00,$12.00,"$239,439.00",$0.00,$0.00,"$295,624.00",$0.00,"$23,258.00","$83,642.00","$8,128.00","$10,099.00","$42,007.00","$42,007.00",$0.00,"$23,408.00","$1,150,759.00","$1,052,308.00","$98,451.00",$0.00,"$18,437.00"
Kentucky,2011,"$4,434,421.00","$2,551,515.00","$1,882,906.00","$568,801.00",$0.00,"$568,801.00",$0.00,$7.00,"$238,654.00",$0.00,$0.00,"$306,469.00",$0.00,"$23,671.00","$85,592.00","$8,585.00","$10,612.00","$42,769.00","$42,769.00",$0.00,"$23,626.00","$1,210,818.00","$1,101,514.00","$109,304.00",$0.00,"$17,695.00"
Kentucky,2012,"$4,523,561.00","$2,601,695.00","$1,921,866.00","$575,814.00",$0.00,"$575,814.00",$0.00,$27.00,"$246,777.00",$0.00,$0.00,"$304,640.00",$0.00,"$24,370.00","$88,300.00","$8,541.00","$10,517.00","$43,134.00","$43,134.00",$0.00,"$26,108.00","$1,239,886.00","$1,125,524.00","$114,362.00",$0.00,"$17,866.00"
Kentucky,2013,"$4,608,061.00","$2,661,173.00","$1,946,888.00","$570,492.00",$0.00,"$570,492.00",$0.00,$7.00,"$228,725.00",$0.00,$0.00,"$314,307.00",$0.00,"$27,453.00","$65,233.00","$10,233.00","$11,356.00","$17,409.00","$17,409.00",$0.00,"$26,235.00","$1,287,070.00","$1,163,471.00","$123,599.00",$0.00,"$24,093.00"
Kentucky,2014,"$4,820,039.00","$2,691,356.00","$2,128,683.00","$657,435.00",$0.00,"$657,435.00",$0.00,$2.00,"$267,458.00",$0.00,$0.00,"$328,631.00",$0.00,"$61,344.00","$70,623.00","$12,736.00","$10,716.00","$12,012.00","$12,012.00",$0.00,"$35,159.00","$1,382,530.00","$1,238,591.00","$143,939.00",$0.00,"$18,095.00"
Kentucky,2015,"$5,028,023.00","$2,798,771.00","$2,229,252.00","$680,338.00",$0.00,"$680,338.00",$0.00,$10.00,"$280,802.00",$0.00,$0.00,"$331,936.00",$0.00,"$67,590.00","$73,118.00","$13,258.00","$11,293.00","$13,370.00","$13,370.00",$0.00,"$35,197.00","$1,456,393.00","$1,297,652.00","$158,741.00",$0.00,"$19,403.00"
Kentucky,2016,"$5,196,069.00","$2,880,547.00","$2,315,522.00","$682,440.00",$0.00,"$682,440.00",$0.00,$10.00,"$290,630.00",$0.00,$0.00,"$313,710.00",$0.00,"$78,090.00","$71,750.00","$14,032.00","$11,349.00","$10,644.00","$10,644.00",$0.00,"$35,725.00","$1,540,614.00","$1,363,176.00","$177,438.00",$0.00,"$20,718.00"
Kentucky,2017,"$5,435,077.00","$2,991,787.00","$2,443,290.00","$718,544.00",$0.00,"$718,544.00",$0.00,$0.00,"$309,825.00",$0.00,$0.00,"$323,147.00",$0.00,"$85,572.00","$68,750.00","$17,690.00","$11,458.00","$4,441.00","$4,441.00",$0.00,"$35,161.00","$1,634,969.00","$1,454,365.00","$180,604.00",$0.00,"$21,027.00"
Louisiana,1994,"$3,040,849.00","$1,239,233.00","$1,801,616.00","$1,694,636.00","$1,562,678.00","$131,958.00","$3,061.00",$0.00,$0.00,$0.00,$0.00,"$100,425.00",$460.00,"$28,012.00","$3,020.00",$0.00,$0.00,"$3,020.00","$3,020.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$103,960.00"
Louisiana,1995,"$3,305,921.00","$1,286,527.00","$2,019,394.00","$1,892,742.00","$1,745,437.00","$147,305.00","$3,077.00",$0.00,$0.00,$0.00,$0.00,"$104,460.00",$492.00,"$39,276.00","$2,863.00",$0.00,$0.00,"$2,863.00","$2,863.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$123,789.00"
Louisiana,1996,"$3,559,300.00","$1,338,266.00","$2,221,034.00","$2,085,617.00","$1,928,274.00","$157,343.00","$3,056.00",$0.00,$0.00,$0.00,$0.00,"$110,368.00",$518.00,"$43,401.00","$3,060.00",$0.00,$0.00,"$3,060.00","$3,060.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$132,357.00"
Louisiana,1997,"$3,760,408.00","$1,409,840.00","$2,350,568.00","$2,169,554.00","$1,982,452.00","$187,102.00","$2,235.00",$0.00,$0.00,$0.00,$0.00,"$111,455.00",$170.00,"$73,242.00","$3,724.00",$0.00,$0.00,"$3,724.00","$3,724.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$177,290.00"
Louisiana,1998,"$3,979,772.00","$1,513,983.00","$2,465,789.00","$2,250,549.00","$2,065,011.00","$185,538.00","$1,810.00",$0.00,$0.00,$0.00,$0.00,"$122,225.00",$246.00,"$61,257.00","$3,618.00",$0.00,$0.00,"$3,618.00","$3,618.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$211,622.00"
Louisiana,1999,"$4,042,068.00","$1,594,413.00","$2,447,655.00","$2,276,376.00","$2,082,416.00","$193,960.00","$2,378.00",$0.00,$0.00,$0.00,$0.00,"$127,442.00",$253.00,"$63,887.00","$3,702.00",$0.00,$0.00,"$3,702.00","$3,702.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$167,577.00"
Louisiana,2000,"$4,375,026.00","$1,717,397.00","$2,657,629.00","$2,507,849.00","$2,263,566.00","$244,283.00","$3,072.00",$0.00,$0.00,$0.00,$0.00,"$145,053.00",$303.00,"$95,855.00","$3,636.00",$0.00,$0.00,"$3,636.00","$3,636.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$146,144.00"
Louisiana,2002,"$4,825,129.00","$1,905,626.00","$2,919,503.00","$2,757,131.00","$2,511,152.00","$245,979.00","$3,601.00",$0.00,$0.00,$0.00,$0.00,"$152,621.00",$0.00,"$89,757.00","$3,870.00",$0.00,$0.00,"$3,870.00","$3,870.00",$0.00,$0.00,$189.00,$189.00,$0.00,$0.00,"$158,313.00"
Louisiana,2004,"$5,324,141.00","$2,223,465.00","$3,100,676.00","$2,918,130.00","$2,649,090.00","$269,040.00","$2,157.00",$0.00,$0.00,$0.00,$0.00,"$165,059.00",$0.00,"$101,824.00","$3,373.00",$0.00,$0.00,"$3,373.00","$3,373.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$179,173.00"
Louisiana,2005,"$5,663,321.00","$2,383,985.00","$3,279,336.00","$3,090,821.00","$2,816,259.00","$274,562.00","$2,562.00","$29,770.00",$0.00,$0.00,$527.00,"$171,611.00",$0.00,"$70,092.00","$153,443.00","$3,064.00",$9.00,"$3,637.00","$3,637.00",$0.00,"$146,733.00",$0.00,$0.00,$0.00,$0.00,"$35,072.00"
Louisiana,2006,"$6,072,509.00","$2,424,149.00","$3,648,360.00","$3,447,408.00","$3,170,066.00","$277,342.00","$3,037.00","$64,374.00",$0.00,$0.00,$589.00,"$173,101.00",$0.00,"$36,241.00","$181,090.00","$2,907.00",$0.00,"$3,316.00","$3,316.00",$0.00,"$174,867.00",$0.00,$0.00,$0.00,$0.00,"$19,862.00"
Louisiana,2007,"$6,622,220.00","$2,570,088.00","$4,052,132.00","$3,869,943.00","$3,572,240.00","$297,703.00","$3,236.00","$61,686.00",$0.00,$0.00,$688.00,"$184,397.00",$0.00,"$47,696.00","$176,943.00","$2,845.00",$0.00,"$2,380.00","$2,380.00",$0.00,"$171,718.00",$0.00,$0.00,$0.00,$0.00,"$5,246.00"
Louisiana,2008,"$6,958,953.00","$2,790,730.00","$4,168,223.00","$3,975,724.00","$3,661,941.00","$313,783.00","$3,602.00","$62,969.00",$0.00,$0.00,"$1,192.00","$191,163.00",$0.00,"$54,857.00","$185,678.00","$3,801.00",$0.00,"$2,762.00","$2,762.00",$0.00,"$179,115.00",$0.00,$0.00,$0.00,$0.00,"$6,821.00"
Louisiana,2009,"$7,388,273.00","$3,195,124.00","$4,193,149.00","$4,008,655.00","$3,678,747.00","$329,908.00","$3,249.00","$61,279.00",$0.00,$0.00,"$2,081.00","$200,053.00",$0.00,"$63,246.00","$178,470.00","$3,620.00",$0.00,"$2,674.00","$2,674.00",$0.00,"$172,176.00",$0.00,$0.00,$0.00,$0.00,"$6,024.00"
Louisiana,2010,"$7,485,587.00","$3,383,941.00","$4,101,646.00","$3,919,437.00","$3,601,675.00","$317,762.00","$3,248.00","$70,885.00",$0.00,$0.00,$711.00,"$189,923.00",$0.00,"$52,995.00","$177,720.00","$3,493.00",$0.00,"$4,306.00","$4,306.00",$0.00,"$169,921.00",$0.00,$0.00,$0.00,$0.00,"$4,489.00"
Louisiana,2011,"$7,822,040.00","$3,532,045.00","$4,289,995.00","$4,107,532.00","$3,778,402.00","$329,130.00","$3,180.00","$67,938.00",$0.00,$0.00,$527.00,"$204,298.00",$0.00,"$53,187.00","$178,322.00","$3,617.00",$0.00,"$3,793.00","$3,793.00",$0.00,"$170,912.00",$0.00,$0.00,$0.00,$0.00,"$4,141.00"
Louisiana,2012,"$7,962,514.00","$3,589,526.00","$4,372,988.00","$4,181,921.00","$3,842,347.00","$339,574.00","$3,534.00","$65,656.00",$395.00,$0.00,$539.00,"$207,414.00",$0.00,"$62,036.00","$186,642.00","$4,539.00",$0.00,"$3,410.00","$3,410.00",$0.00,"$178,693.00",$0.00,$0.00,$0.00,$0.00,"$4,425.00"
Louisiana,2013,"$8,163,988.00","$3,734,733.00","$4,429,255.00","$4,243,076.00","$3,907,994.00","$335,082.00","$3,126.00","$67,632.00",$381.00,$0.00,"$1,935.00","$195,250.00",$0.00,"$66,758.00","$181,507.00","$5,054.00",$0.00,"$3,270.00","$3,267.00",$3.00,"$173,183.00",$0.00,$0.00,$0.00,$0.00,"$4,672.00"
Louisiana,2014,"$8,412,964.00","$3,854,457.00","$4,558,507.00","$4,351,435.00","$4,031,143.00","$320,292.00","$3,242.00","$70,761.00","$3,943.00",$0.00,"$1,925.00","$170,267.00",$0.00,"$70,154.00","$198,450.00","$6,225.00",$0.00,"$3,293.00","$3,289.00",$4.00,"$188,932.00",$0.00,$0.00,$0.00,$0.00,"$8,622.00"
Louisiana,2015,"$8,709,470.00","$3,986,252.00","$4,723,218.00","$4,521,379.00","$4,178,717.00","$342,662.00","$3,610.00","$78,742.00","$3,924.00",$0.00,"$1,660.00","$182,458.00",$0.00,"$72,268.00","$195,289.00","$6,149.00",$0.00,"$3,199.00","$3,195.00",$4.00,"$185,941.00",$0.00,$0.00,$0.00,$0.00,"$6,550.00"
Louisiana,2016,"$8,916,062.00","$4,094,619.00","$4,821,443.00","$4,617,329.00","$4,281,947.00","$335,382.00","$3,156.00","$77,402.00","$4,111.00",$0.00,$334.00,"$174,429.00",$0.00,"$75,950.00","$198,673.00","$6,158.00",$0.00,"$3,413.00","$3,409.00",$4.00,"$189,102.00",$0.00,$0.00,$0.00,$0.00,"$5,441.00"
Louisiana,2017,"$9,118,149.00","$4,140,829.00","$4,977,320.00","$4,776,624.00","$4,432,076.00","$344,548.00","$2,163.00","$74,603.00",$0.00,$0.00,"$1,706.00","$190,701.00",$0.00,"$75,375.00","$195,188.00","$6,145.00",$0.00,"$3,880.00","$3,880.00",$0.00,"$185,163.00",$0.00,$0.00,$0.00,$0.00,"$5,508.00"
Alaska,1994,"$713,875.00","$583,362.00","$130,513.00","$114,710.00","$97,161.00","$17,549.00","$1,067.00",$0.00,$0.00,$0.00,$0.00,"$5,033.00",$0.00,"$11,449.00","$5,385.00",$0.00,$0.00,"$5,385.00","$5,385.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,418.00"
Alaska,1995,"$771,367.00","$619,492.00","$151,875.00","$134,173.00","$106,613.00","$27,560.00","$1,156.00",$0.00,$0.00,$0.00,$0.00,"$5,693.00",$0.00,"$20,711.00","$5,479.00",$0.00,$0.00,"$5,479.00","$5,479.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,223.00"
Alaska,1996,"$782,280.00","$624,044.00","$158,236.00","$139,990.00","$108,820.00","$31,170.00","$1,136.00",$0.00,$0.00,$0.00,$0.00,"$5,925.00",$0.00,"$24,109.00","$5,975.00",$0.00,$0.00,"$5,975.00","$5,975.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,271.00"
Alaska,1997,"$792,487.00","$634,713.00","$157,774.00","$139,958.00","$98,231.00","$41,727.00","$1,049.00",$0.00,$0.00,$46.00,$0.00,"$6,090.00",$588.00,"$33,954.00","$6,358.00",$0.00,$0.00,"$6,358.00","$6,358.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,458.00"
Alaska,1998,"$827,226.00","$657,275.00","$169,951.00","$148,066.00","$114,300.00","$33,766.00","$1,323.00",$0.00,$0.00,$0.00,$0.00,"$5,265.00","$5,525.00","$21,653.00","$8,869.00",$0.00,$0.00,"$8,869.00","$8,869.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,016.00"
Alaska,1999,"$856,474.00","$679,109.00","$177,365.00","$152,531.00","$126,238.00","$26,293.00",$924.00,$0.00,$0.00,$0.00,$0.00,$24.00,"$4,204.00","$21,141.00","$10,035.00",$0.00,$0.00,"$10,035.00","$10,035.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,799.00"
Alaska,2000,"$888,514.00","$716,636.00","$171,878.00","$145,878.00","$106,864.00","$39,014.00","$1,126.00",$0.00,$0.00,$0.00,$0.00,"$5,679.00","$4,453.00","$27,756.00","$10,610.00",$0.00,$0.00,"$10,610.00","$10,610.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,390.00"
Alaska,2002,"$980,404.00","$780,359.00","$200,045.00","$168,534.00","$121,944.00","$46,590.00","$1,117.00",$0.00,$0.00,$0.00,$0.00,"$6,077.00","$5,611.00","$33,785.00","$10,076.00",$0.00,$0.00,"$10,076.00","$10,076.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$21,435.00"
Alaska,2004,"$1,025,695.00","$804,943.00","$220,752.00","$185,310.00","$148,479.00","$36,831.00","$1,907.00",$0.00,$0.00,$0.00,$0.00,$21.00,"$5,534.00","$29,369.00","$14,632.00",$0.00,$0.00,"$14,632.00","$14,632.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,810.00"
Alaska,2005,"$1,088,723.00","$849,395.00","$239,328.00","$201,273.00","$157,364.00","$43,909.00","$1,987.00",$0.00,$0.00,$0.00,$0.00,$22.00,"$9,502.00","$32,398.00","$36,039.00",$51.00,$0.00,"$14,777.00","$14,777.00",$0.00,"$21,211.00",$0.00,$0.00,$0.00,$0.00,"$2,016.00"
