Level: State
Unit:Total (thousands), Nominal
State,Year,(R01) Total Revenue,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC
Ohio,2014,$       95331099,$       27020625,$              0,$       27020625,$       15617920,$       10217826,$        5400094,$          98397,$         273393,$         510345,$        1839594,$           5024,$        1125461,$         815532,$         732348,$        2928276,$          41327,$        1026121,$         807651,$         725263,$          82388,$        1053177,$        8424843,$        8424843,$              0,$          39392,$          10194
Ohio,2015,$       83104911,$       28297156,$              0,$       28297156,$       17214405,$       11900176,$        5314229,$         101090,$         269998,$         544523,$        1907996,$           5758,$        1114159,$         809640,$         561065,$        2171231,$          41959,$         236774,$         826208,$         745550,$          80658,$        1066290,$        8885559,$        8882973,$           2586,$           3070,$          22891
Ohio,2016,$       77605790,$       28694883,$              0,$       28694883,$       18231167,$       12226504,$        6004663,$         100712,$         269267,$         579408,$        1855699,$           5628,$        1156646,$        1008798,$        1028505,$        2223747,$          42501,$         237487,$         847906,$         769085,$          78821,$        1095853,$        8202432,$        8169197,$          33235,$           2154,$          35383
Ohio,2017,$       97791061,$       29476074,$              0,$       29476074,$       18743014,$       12512755,$        6230259,$         107060,$         261950,$         629684,$        1984392,$           5525,$        1147894,$        1109777,$         983977,$        2300778,$          42978,$         263294,$         927986,$         840327,$          87659,$        1066520,$        8386283,$        8377450,$           8833,$            743,$          45256
Oklahoma,1994,$        9184296,$        4263211,$              0,$        4263211,$        1889209,$        1090876,$         798333,$          57736,$          12399,$         134882,$         352618,$           3601,$          14637,$          73067,$         149393,$         437058,$           2354,$          34494,$         337355,$         330997,$           6358,$          62855,$        1477282,$        1315068,$         162214,$          59210,$         400452
Oklahoma,1995,$        9334061,$        4416463,$              0,$        4416463,$        1850669,$        1143583,$         707086,$          57344,$          12914,$         146346,$         386705,$           3241,$          14670,$          75974,$           9892,$         575082,$           3536,$          37488,$         466605,$         460841,$           5764,$          67453,$        1583667,$        1416921,$         166746,$          70666,$         336379
Oklahoma,1996,$       10609104,$        4617688,$              0,$        4617688,$        1870060,$        1210391,$         659669,$          57866,$          13556,$         141153,$         341744,$           3378,$          14372,$          77957,$           9643,$         658486,$           4667,$          37893,$         525885,$         520164,$           5721,$          90041,$        1676144,$        1512410,$         163734,$          67882,$         345116
Oklahoma,1997,$       11327842,$        5060601,$              0,$        5060601,$        1940658,$        1272606,$         668052,$          56195,$          13427,$         142534,$         347258,$           3773,$          14810,$          77836,$          12219,$         700643,$           5394,$          39680,$         551200,$         545620,$           5580,$         104369,$        1918772,$        1697600,$         221172,$          80514,$         420014
Oklahoma,1998,$       12409544,$        5300829,$              0,$        5300829,$        2009614,$        1328295,$         681319,$          56904,$          10593,$         148503,$         354842,$           4783,$          15012,$          77587,$          13095,$         746669,$           5501,$          43773,$         594130,$         587481,$           6649,$         103265,$        2107858,$        1885237,$         222621,$          81385,$         355303
Oklahoma,1999,$       11935084,$        5417232,$              0,$        5417232,$        2081129,$        1375881,$         705248,$          58904,$           8431,$         143579,$         383588,$           4366,$          15779,$          77761,$          12840,$         750345,$           5622,$          38530,$         584260,$         577425,$           6835,$         121933,$        2257760,$        2070452,$         187308,$          88796,$         239202
Oklahoma,2000,$       13116156,$        5840022,$              0,$        5840022,$        2180507,$        1441670,$         738837,$          60889,$           7933,$         160930,$         402380,$           4119,$          15462,$          74820,$          12304,$         829403,$           6051,$          43102,$         645009,$         633002,$          12007,$         135241,$        2328651,$        2134506,$         194145,$          87510,$         413951
Oklahoma,2001,$       12745926,$        6341714,$              0,$        6341714,$        2272496,$        1535830,$         736666,$          61994,$           7173,$         154309,$         401317,$           3703,$          19954,$          73659,$          14557,$         805825,$           5984,$          42700,$         588469,$         577552,$          10917,$         168672,$        2446586,$        2279364,$         167222,$          84806,$         732001
Oklahoma,2002,$       13133991,$        6052680,$              0,$        6052680,$        2272729,$        1529465,$         743264,$          64729,$           7002,$         149018,$         410353,$           3078,$          19771,$          71501,$          17812,$         823394,$           5502,$          43528,$         581092,$         568820,$          12272,$         193272,$        2459811,$        2286110,$         173701,$          85976,$         410770
Oklahoma,2003,$       14918730,$        5905884,$              0,$        5905884,$        2238817,$        1480137,$         758680,$          66325,$           6672,$         162208,$         406052,$           2709,$          19251,$          72098,$          23365,$         785044,$           3729,$          43435,$         536379,$         522798,$          13581,$         201501,$        2218395,$        2113947,$         104448,$          74928,$         588700
Oklahoma,2004,$       17663835,$        6426713,$              0,$        6426713,$        2339028,$        1594246,$         744782,$          68420,$           5356,$         144186,$         415318,$           2822,$          21172,$          63398,$          24110,$         840421,$           5204,$          41960,$         566838,$         552799,$          14039,$         226419,$        2452432,$        2319123,$         133309,$         111143,$         683689
Oklahoma,2005,$       17873970,$        6859030,$              0,$        6859030,$        2499559,$        1660825,$         838734,$          70999,$           4361,$         172433,$         413840,$           1840,$          18072,$         127750,$          29439,$         850353,$           4871,$          45513,$         573626,$         558246,$          15380,$         226343,$        2637499,$        2468609,$         168890,$          75708,$         795911
Oklahoma,2006,$       19651006,$        7817488,$              0,$        7817488,$        2714004,$        1811630,$         902374,$          74859,$           1776,$         139327,$         388628,$           1653,$          27016,$         242231,$          26884,$         871904,$           5065,$          40928,$         576603,$         561142,$          15461,$         249308,$        3060157,$        2755776,$         304381,$          81923,$        1089500
Oklahoma,2007,$       22202900,$        8140573,$              0,$        8140573,$        2939995,$        1964098,$         975897,$          79694,$          11096,$         197026,$         396991,$           1834,$          29969,$         231428,$          27859,$         835938,$           4843,$          49999,$         621968,$         608318,$          13650,$         159128,$        3336226,$        2774851,$         561375,$          66650,$         961764
Oklahoma,2008,$       18656746,$        8330786,$              0,$        8330786,$        3033802,$        2096220,$         937582,$          86433,$          10988,$         146982,$         384814,$           1805,$          30499,$         252374,$          23687,$         891423,$           5030,$          52713,$         646321,$         631732,$          14589,$         187359,$        3147510,$        2787445,$         360065,$          54557,$        1203494
Oklahoma,2009,$       17433201,$        8192191,$              0,$        8192191,$        3158336,$        2162693,$         995643,$          90064,$          13972,$         157894,$         420109,$           1648,$          32729,$         257812,$          21415,$        1020583,$           9831,$          63327,$         597940,$         582683,$          15257,$         349485,$        2887338,$        2544576,$         342762,$          43804,$        1082130
Oklahoma,2010,$       23820301,$        7082161,$              0,$        7082161,$        2975665,$        1968309,$        1007356,$          90066,$          13908,$         165579,$         431151,$           1319,$          31899,$         248472,$          24962,$         886872,$           1192,$          46198,$         595296,$         579380,$          15916,$         244186,$        2441183,$        2224783,$         216400,$          23434,$         755007
Oklahoma,2011,$       26269862,$        7776146,$              0,$        7776146,$        3244517,$        2177458,$        1067059,$          94902,$          17082,$         183779,$         447543,$           1130,$          34443,$         259226,$          28954,$         945046,$           1204,$          39753,$         652257,$         637218,$          15039,$         251832,$        2739385,$        2385413,$         353972,$           5661,$         841537
Oklahoma,2012,$       23301014,$        8823958,$              0,$        8823958,$        3708940,$        2415964,$        1292976,$         103831,$          18946,$         228915,$         444636,$           1388,$          39353,$         292973,$         162934,$        1032981,$            920,$          51032,$         680189,$         665123,$          15066,$         300840,$        3220385,$        2774376,$         446009,$            135,$         861517
Oklahoma,2013,$       26910920,$        8892503,$              0,$        8892503,$        3848451,$        2518598,$        1329853,$         111001,$          20767,$         268121,$         434719,$           1191,$          41207,$         283902,$         168945,$        1010430,$           1224,$          44580,$         664749,$         649232,$          15517,$         299877,$        3501761,$        2916615,$         585146,$            874,$         530987
Oklahoma,2014,$       28163524,$        9048524,$              0,$        9048524,$        3934580,$        2599203,$        1335377,$         110941,$          20823,$         294762,$         450807,$           1113,$          46306,$         292752,$         117873,$        1057768,$           1326,$          35351,$         774544,$         754435,$          20109,$         246547,$        3359418,$        2962128,$         397290,$           1056,$         695702
Oklahoma,2015,$       25230869,$        9692601,$              0,$        9692601,$        4032088,$        2682008,$        1350080,$         116772,$          20767,$         325954,$         455288,$           1155,$          49491,$         313852,$          66801,$        1055808,$            959,$          58478,$         754180,$         724318,$          29862,$         242191,$        4029959,$        3641429,$         388530,$            135,$         574611
Oklahoma,2016,$       22762070,$        8761599,$              0,$        8761599,$        3778399,$        2471242,$        1307157,$         120099,$          20963,$         322604,$         463962,$           1162,$          46168,$         316471,$          15728,$         981795,$           1224,$          55082,$         746481,$         719518,$          26963,$         179008,$        3652437,$        3324654,$         327783,$            273,$         348695
Oklahoma,2017,$       26758527,$        8523006,$              0,$        8523006,$        3764895,$        2465383,$        1299512,$         118260,$          20807,$         304448,$         473960,$           1064,$          42267,$         320200,$          18506,$        1015962,$           1360,$          52963,$         780943,$         753639,$          27304,$         180696,$        3280496,$        3122602,$         157894,$            177,$         461476
Oregon,1994,$       10886368,$        4039416,$             90,$        4039326,$         543362,$              0,$         543362,$          10577,$             80,$          64295,$         354578,$           2698,$           6435,$         104699,$              0,$         511152,$           1738,$           7468,$         280242,$         265461,$          14781,$         221704,$        2847209,$        2583527,$         263682,$          45341,$          92262
Oregon,1995,$       12985916,$        4286038,$            193,$        4285845,$         546570,$              0,$         546570,$          24044,$             68,$          32426,$         362219,$           2173,$           8573,$         117067,$              0,$         504266,$           1757,$           4590,$         292212,$         277265,$          14947,$         205707,$        3109576,$        2797575,$         312001,$          26014,$          99419
Oregon,1996,$       15722871,$        4351035,$             91,$        4350944,$         591357,$              0,$         591357,$          11228,$            114,$          69616,$         380024,$           1724,$           8466,$         120185,$              0,$         515998,$           1815,$           5317,$         355785,$         338603,$          17182,$         153081,$        3123532,$        2823073,$         300459,$          41305,$          78752
Oregon,1997,$       15004426,$        4946304,$             79,$        4946225,$         673827,$              0,$         673827,$          11753,$            133,$          75936,$         421427,$           1140,$           8876,$         154562,$              0,$         512339,$           1816,$           5331,$         351645,$         333843,$          17802,$         153547,$        3656667,$        3272594,$         384073,$          33856,$          69536
Oregon,1998,$       15688025,$        4999091,$             76,$        4999015,$         671317,$              0,$         671317,$          12036,$            121,$          62299,$         382195,$           1311,$           9775,$         203580,$              0,$         505870,$           1938,$           5947,$         326363,$         309536,$          16827,$         171622,$        3717797,$        3438600,$         279197,$          40995,$          63036
Oregon,1999,$       15666106,$        5341403,$            106,$        5341297,$         665251,$              0,$         665251,$          12087,$            105,$          54127,$         396960,$           1200,$           7511,$         193261,$              0,$         525660,$           1837,$           5977,$         352747,$         332309,$          20438,$         165099,$        4033978,$        3709592,$         324386,$          47979,$          68429
Oregon,2000,$       21011480,$        5945675,$            106,$        5945569,$         727674,$              0,$         727674,$          12707,$             71,$          43548,$         473947,$           1434,$           7241,$         188726,$              0,$         605026,$           2232,$           6460,$         386500,$         366177,$          20323,$         209834,$        4504511,$        4097427,$         407084,$          43907,$          64451
Oregon,2001,$       18218617,$        5892963,$              0,$        5892963,$         667738,$              0,$         667738,$          12616,$             38,$          61779,$         406079,$           1560,$           8063,$         177603,$              0,$         415603,$           1313,$           5007,$         236866,$         219949,$          16917,$         172417,$        4706975,$        4384324,$         322651,$          42077,$          60570
Oregon,2002,$       14815282,$        5163687,$          24365,$        5139322,$         650297,$              0,$         650297,$          12684,$              3,$          53737,$         398309,$           1915,$           8615,$         175034,$              0,$         496378,$           2800,$            367,$         293495,$         266138,$          27357,$         199716,$        3871219,$        3674962,$         196257,$          65200,$          56228
Oregon,2003,$       19252091,$        5701691,$          26185,$        5675506,$         746272,$              0,$         746272,$          13005,$            184,$          57342,$         419329,$           2636,$          10880,$         242896,$              0,$         576207,$           2180,$              0,$         397587,$         366380,$          31207,$         176440,$        4249080,$        4023579,$         225501,$          51431,$          52516
Oregon,2004,$       24488705,$        6103071,$          15865,$        6087206,$         748882,$              0,$         748882,$          13306,$             84,$          52167,$         404547,$           2893,$          10537,$         265348,$              0,$         651016,$           2610,$           4257,$         450655,$         418903,$          31752,$         193494,$        4590805,$        4270740,$         320065,$          73608,$          22895
Oregon,2005,$       22603054,$        6522665,$          24432,$        6498233,$         699329,$              0,$         699329,$          13555,$             17,$          55276,$         373295,$           2198,$          11242,$         243746,$              0,$         655245,$           2694,$           9003,$         445508,$         419807,$          25701,$         198040,$        5064341,$        4698994,$         365347,$          56852,$          22466
Oregon,2006,$       25742544,$        7590306,$          23610,$        7566696,$         773028,$              0,$         773028,$          13643,$            124,$          61540,$         415249,$           3075,$           9475,$         269922,$              0,$         826805,$           3310,$           9750,$         511770,$         477868,$          33902,$         301975,$        5854721,$        5416466,$         438255,$          89283,$          22859
Oregon,2007,$       30674935,$        7742862,$          21791,$        7721071,$         782874,$              0,$         782874,$          13889,$             90,$          56167,$         416964,$           2592,$          22071,$         271101,$              0,$         832937,$           2836,$          11355,$         492188,$         460186,$          32002,$         326558,$        6001688,$        5595831,$         405857,$          79649,$          23923
Oregon,2008,$       17346580,$        7487873,$          21569,$        7466304,$         969734,$              0,$         969734,$          15543,$             50,$          50034,$         413521,$           3673,$          87721,$         254955,$         144237,$         917300,$           2999,$          13494,$         516197,$         484291,$          31906,$         384610,$        5445904,$        4968791,$         477113,$         109549,$          23817
Oregon,2009,$        7553467,$        7115043,$          22121,$        7092922,$         885526,$              0,$         885526,$          15852,$             84,$          57050,$         397609,$           2149,$          21297,$         248205,$         143280,$         689616,$           3423,$          10372,$         466877,$         437866,$          29011,$         208944,$        5406136,$        5162384,$         243752,$          87211,$          24433
Oregon,2010,$       28889040,$        7475135,$          25092,$        7450043,$         999939,$              0,$         999939,$          16252,$            187,$          72876,$         403284,$           3014,$          75745,$         239254,$         189327,$        1030086,$           3390,$          15284,$         524598,$         496097,$          28501,$         486814,$        5299127,$        4945538,$         353589,$          98034,$          22857
Oregon,2011,$       34790831,$        8118729,$          21846,$        8096883,$        1097023,$              0,$        1097023,$          16294,$             29,$          60302,$         441858,$           1202,$          91220,$         262799,$         223319,$         946658,$           3080,$          26665,$         611372,$         582133,$          29239,$         305541,$        5961725,$        5493119,$         468606,$          76250,$          15227
Oregon,2012,$       26359193,$        8728095,$          15710,$        8712385,$        1398998,$              0,$        1398998,$          17322,$             48,$         100821,$         533420,$           1132,$          94132,$         255652,$         396471,$         934874,$           3577,$          19425,$         538347,$         509049,$          29298,$         373525,$        6258923,$        5825797,$         433126,$         101816,$          17774
Oregon,2013,$       34793364,$        9160887,$          19893,$        9140994,$        1369266,$              0,$        1369266,$          16294,$              0,$         101569,$         498778,$           2138,$          84131,$         269344,$         397012,$         923123,$           4421,$          29474,$         552176,$         512729,$          39447,$         337052,$        6719905,$        6260161,$         459744,$         101831,$          26869
Oregon,2014,$       37829309,$        9681898,$          21740,$        9660158,$        1443722,$              0,$        1443722,$          17627,$              0,$          84376,$         512342,$           2253,$          85401,$         257583,$         484140,$         959855,$           4609,$          29471,$         555487,$         514003,$          41484,$         370288,$        7144552,$        6649418,$         495134,$          85491,$          26538
Oregon,2015,$       35531026,$       10577079,$          20336,$       10556743,$        1498647,$              0,$        1498647,$          17811,$              0,$          62340,$         524665,$           2268,$          83299,$         266247,$         542017,$         988932,$           4627,$          36048,$         582427,$         540392,$          42035,$         365830,$        7930842,$        7309115,$         621727,$         110994,$          27328
Oregon,2016,$       33526000,$       10888032,$          20587,$       10867445,$        1431182,$              0,$        1431182,$          18375,$              0,$          65903,$         517757,$           1980,$          14951,$         270199,$         542017,$        1048709,$           4543,$          34825,$         577447,$         539474,$          37973,$         431894,$        8245616,$        7611745,$         633871,$         125969,$          15969
Oregon,2017,$       42988833,$       11839680,$          20065,$       11819615,$        1523790,$              0,$        1523790,$          18796,$              0,$          68481,$         529658,$           1928,$          11206,$         247406,$         646315,$        1067836,$           4706,$          37421,$         578325,$         539474,$          38851,$         447384,$        9012271,$        8379225,$         633046,$         198363,$          17355
Pennsylvania,1994,$       38252308,$       17141998,$         230255,$       16911743,$        8118911,$        5134300,$        2984611,$         146278,$            361,$         433370,$         751182,$          15669,$         649913,$         307679,$         680159,$        1752101,$          14072,$         893118,$         511755,$         464508,$          47247,$         333156,$        6222160,$        4735861,$        1486299,$         593992,$         224579
Pennsylvania,1995,$       40444083,$       18262139,$         228995,$       18033144,$        8653385,$        5550290,$        3103095,$         146762,$            380,$         422890,$         776477,$          20164,$         687492,$         343086,$         705844,$        1872596,$          14319,$         959058,$         544257,$         493305,$          50952,$         354962,$        6714101,$        4929522,$        1784579,$         563093,$         229969
Pennsylvania,1996,$       42796060,$       18295012,$         221469,$       18073543,$        8757711,$        5701275,$        3056436,$         149546,$            500,$         400227,$         759649,$          21223,$         665606,$         341641,$         718044,$        1809068,$          14188,$         892264,$         543747,$         491377,$          52370,$         358869,$        6718031,$        5214021,$        1504010,$         553477,$         235256
Pennsylvania,1997,$       49317529,$       19377456,$         203497,$       19173959,$        9221017,$        6054540,$        3166477,$         155912,$            418,$         377273,$         789522,$          23991,$         717508,$         335530,$         766323,$        1919706,$          13953,$         970851,$         557873,$         505700,$          52173,$         377029,$        7150701,$        5574994,$        1575707,$         615495,$         267040
Pennsylvania,1998,$       48503491,$       20629483,$         149547,$       20479936,$        9687694,$        6313056,$        3374638,$         161427,$            466,$         389591,$         811126,$          24824,$         729378,$         332505,$         925321,$        2180733,$          14513,$        1029958,$         745898,$         695012,$          50886,$         390364,$        7587672,$        6024816,$        1562856,$         710903,$         312934
Pennsylvania,1999,$       49481716,$       21588754,$         176415,$       21412339,$       10054369,$        6659123,$        3395246,$         170511,$            691,$         432180,$         746779,$          30177,$         670238,$         330419,$        1014251,$        2313210,$          14578,$        1116332,$         787699,$         735840,$          51859,$         394601,$        7948085,$        6410363,$        1537722,$         760698,$         335977
Pennsylvania,2000,$       54517336,$       22466906,$         117436,$       22349470,$       10460396,$        7057309,$        3403087,$         179655,$            575,$         439897,$         764065,$          25510,$         678059,$         324319,$         991007,$        2273339,$          14554,$         990325,$         848053,$         791409,$          56644,$         420407,$        8467358,$        6770513,$        1696845,$         801164,$         347213
Pennsylvania,2001,$       45887490,$       22571889,$          58245,$       22513644,$       10666367,$        7238386,$        3427981,$         187662,$            612,$         471533,$        1706376,$          29170,$         684209,$         320955,$          27464,$        2181007,$          14459,$         877073,$         812498,$         758928,$          53570,$         476977,$        8544439,$        7154981,$        1389458,$         776869,$         344962
Pennsylvania,2002,$       46164524,$       22135537,$          50949,$       22084588,$       10948136,$        7330422,$        3617714,$         197426,$            685,$         503155,$        1753338,$          29049,$         732262,$         317442,$          84357,$        2078209,$          14400,$         697815,$         825285,$         771420,$          53865,$         540709,$        7933167,$        6734729,$        1198438,$         761812,$         363264
Pennsylvania,2003,$       49459403,$       23187302,$          71664,$       23115638,$       11972007,$        7561149,$        4410858,$         219908,$            605,$         558508,$        1767817,$          28083,$         870563,$         877085,$          88289,$        2213875,$          14697,$         656616,$         841840,$         788763,$          53077,$         700722,$        7851094,$        6661780,$        1189314,$         673547,$         405115
Pennsylvania,2004,$       69212674,$       25346879,$          68389,$       25278490,$       12529651,$        7773133,$        4756518,$         221410,$            566,$         639578,$        1785201,$          26617,$        1016640,$         981254,$          85252,$        2547850,$          14765,$         787502,$         852640,$         792430,$          60210,$         892943,$        9001362,$        7323364,$        1677998,$         708588,$         491039
Pennsylvania,2005,$       69760398,$       27262969,$          57984,$       27204985,$       13227212,$        8064868,$        5162344,$         237405,$            521,$         677098,$        1907673,$          26041,$        1131296,$        1030512,$         151798,$        2725459,$          14538,$         845455,$         884127,$         824017,$          60110,$         981339,$        9978884,$        8275589,$        1703295,$         695334,$         578096
Pennsylvania,2006,$       73134243,$       29050577,$          60491,$       28990086,$       13779197,$        8403283,$        5375914,$         249194,$            512,$         663997,$        2092822,$          25619,$        1156087,$        1033480,$         154203,$        2675599,$          15606,$         869096,$         888279,$         829189,$          59090,$         902618,$       11138871,$        9021917,$        2116954,$         723654,$         672765
Pennsylvania,2007,$       83112062,$       30837657,$          64467,$       30773190,$       14482543,$        8661711,$        5820832,$         264665,$         255074,$         693984,$        2142989,$          24737,$        1299169,$        1018438,$         121776,$        2847005,$          16183,$         776886,$         876988,$         818588,$          58400,$        1176948,$       12099253,$        9812726,$        2286527,$         736610,$         607779
Pennsylvania,2008,$       71142087,$       32123740,$          58681,$       32065059,$       15306013,$        8873309,$        6432704,$         277427,$         791573,$         698200,$        2102168,$          23230,$        1354940,$        1025822,$         159344,$        2822738,$          16458,$         813344,$         876367,$         814486,$          61881,$        1116569,$       12599859,$       10408439,$        2191420,$         803367,$         533082
Pennsylvania,2009,$       40050370,$       30071179,$          55536,$       30015643,$       15096410,$        8496182,$        6600228,$         294334,$        1006612,$         731865,$        2025778,$          13943,$        1382977,$         989716,$         155003,$        2503297,$          16224,$         620004,$         886539,$         824678,$          61861,$         980530,$       11290770,$        9550238,$        1740532,$         748648,$         376518
Pennsylvania,2010,$       83282944,$       30169122,$          55363,$       30113759,$       15464898,$        8029797,$        7435101,$         297638,$        1231127,$         778175,$        2020099,$          17460,$        1292373,$        1090892,$         707337,$        2546905,$          16333,$         538905,$         861427,$         800432,$          60995,$        1130240,$       11001243,$        9352287,$        1648956,$         728713,$         372000
Pennsylvania,2011,$       91705305,$       32352286,$          47658,$       32304628,$       16783774,$        8951757,$        7832017,$         307664,$        1415734,$         926818,$        2064196,$          14843,$        1230536,$        1126362,$         745864,$        2578020,$          16618,$         632682,$         896272,$         834338,$          61934,$        1032448,$       11809488,$        9831427,$        1978061,$         778597,$         354749
Pennsylvania,2012,$       75615856,$       32949917,$          38452,$       32911465,$       17151633,$        9166842,$        7984791,$         324024,$        1499664,$         790781,$        2073677,$          14820,$        1336501,$        1118961,$         826363,$        2646493,$          16304,$         656221,$         900338,$         837990,$          62348,$        1073630,$       11939487,$       10102113,$        1837374,$         804731,$         369121
Pennsylvania,2013,$       90707943,$       33965626,$          55537,$       33910089,$       17106300,$        9243355,$        7862945,$         336400,$        1447200,$         790975,$        2046738,$          13149,$        1312254,$        1074092,$         842137,$        2585202,$          16740,$         488427,$         899122,$         837215,$          61907,$        1180913,$       12985497,$       10777334,$        2208163,$         812350,$         420740
Pennsylvania,2014,$       88933816,$       34192869,$          45017,$       34147852,$       17419429,$        9497906,$        7921523,$         346008,$        1400232,$         773462,$        2231348,$          11758,$        1284892,$        1028006,$         845817,$        2302934,$          16952,$         229686,$         892670,$         837823,$          54847,$        1163626,$       13111325,$       10809736,$        2301589,$         849194,$         464970
Pennsylvania,2015,$       87569420,$       36110311,$          41860,$       36068451,$       18369809,$        9865270,$        8504539,$         358887,$        1408047,$         792922,$        2731605,$          10293,$        1268072,$         978006,$         956707,$        2222062,$          17183,$         116290,$         969486,$         892817,$          76669,$        1119103,$       13999110,$       11488974,$        2510136,$         970839,$         506631
Pennsylvania,2016,$       90397120,$       37394589,$          43124,$       37351465,$       19284374,$       10221593,$        9062781,$         373004,$        1395968,$         820513,$        2971950,$          10350,$        1310130,$         962110,$        1218756,$        2159170,$          17741,$          80943,$         971892,$         900127,$          71765,$        1088594,$       14388463,$       11932232,$        2456231,$         933140,$         586318
Pennsylvania,2017,$      102214187,$       38397150,$          43360,$       38353790,$       20173496,$       10509734,$        9663762,$         386816,$        1406354,$         808250,$        3143576,$          10381,$        1235942,$        1401259,$        1271184,$        2240809,$          34222,$          18752,$         998579,$         928512,$          70067,$        1189256,$       14408126,$       12063782,$        2344344,$         931908,$         599451
Arkansas,1994,$        6869584,$        3175976,$           5708,$        3170268,$        1785652,$        1211806,$         573846,$          27618,$            989,$          62942,$         320905,$          14676,$              0,$          89134,$          57582,$         193897,$           1391,$           8670,$         101050,$          89632,$          11418,$          82786,$        1142583,$         958302,$         184281,$          11425,$          36711
Arkansas,1995,$        7368193,$        3391785,$           6395,$        3385390,$        1888834,$        1301937,$         586897,$          26844,$            717,$          69547,$         330110,$          10853,$              0,$          94911,$          53915,$         196957,$           1503,$           9452,$         104589,$          91764,$          12825,$          81413,$        1238719,$        1047119,$         191600,$          21667,$          39213
Arkansas,1996,$        8646187,$        3702141,$           7363,$        3694778,$        1939666,$        1375906,$         563760,$          26278,$            713,$          61022,$         329908,$           7658,$              0,$          95336,$          42845,$         216315,$           1560,$           9655,$         112515,$          98297,$          14218,$          92585,$        1391202,$        1162401,$         228801,$         117253,$          30342
Arkansas,1997,$        8843946,$        3776600,$           8355,$        3768245,$        2017650,$        1429445,$         588205,$          26218,$            577,$          66150,$         351525,$           7211,$              0,$          94709,$          41815,$         221790,$           1575,$           7863,$         113265,$          97100,$          16165,$          99087,$        1476582,$        1246600,$         229982,$          18555,$          33668
Arkansas,1998,$        9487069,$        4056482,$           9091,$        4047391,$        2102205,$        1513673,$         588532,$          26647,$            390,$          67074,$         348934,$           6858,$              0,$          95147,$          43482,$         237372,$           1551,$          12149,$         117754,$         103702,$          14052,$         105918,$        1643174,$        1390304,$         252870,$          32684,$          31956
Arkansas,1999,$       10361000,$        4608936,$         453729,$        4155207,$        2228348,$        1602491,$         625857,$          27658,$            217,$          68155,$         379832,$           6230,$              0,$          94594,$          49171,$         218670,$           1594,$          11436,$         114181,$         106722,$           7459,$          91459,$        1646058,$        1433852,$         212206,$          32572,$          29559
Arkansas,2000,$       10789380,$        4870561,$         481893,$        4388668,$        2362883,$        1706645,$         656238,$          28845,$              0,$          94659,$         388625,$           6641,$              0,$          92856,$          44612,$         259381,$           1605,$           9408,$         133148,$         117647,$          15501,$         115220,$        1706981,$        1470012,$         236969,$          23821,$          35602
Arkansas,2001,$       10330394,$        4986747,$         434194,$        4552553,$        2471029,$        1809618,$         661411,$          29072,$              0,$          82883,$         400726,$           6273,$              0,$          96663,$          45794,$         252255,$           1546,$           9767,$         127112,$         110192,$          16920,$         113830,$        1766038,$        1563693,$         202345,$          26101,$          37130
Arkansas,2002,$       10247487,$        5176050,$         486895,$        4689155,$        2648770,$        1946770,$         702000,$          30402,$              0,$         112371,$         413932,$           4386,$              0,$          93073,$          47836,$         272737,$           1579,$          10363,$         128907,$         107222,$          21685,$         131888,$        1690095,$        1513221,$         176874,$          39494,$          38059
Arkansas,2003,$       11805012,$        5145554,$         468955,$        4676599,$        2657867,$        1951630,$         706237,$          33817,$              0,$          89015,$         431449,$           4431,$              0,$          99681,$          47844,$         206286,$           1652,$           7695,$         132914,$         119535,$          13379,$          64025,$        1705106,$        1528231,$         176875,$          63551,$          43789
Arkansas,2004,$       14225176,$        5580678,$         520324,$        5060354,$        2934030,$        2149527,$         784503,$          41240,$              0,$          91330,$         453148,$           4574,$              0,$         146485,$          47726,$         187876,$           1652,$           8595,$         125706,$         109831,$          15875,$          51923,$        1867415,$        1685585,$         181830,$          21394,$          49639
Arkansas,2005,$       14917752,$        6538720,$         542832,$        5995888,$        3457887,$        2573503,$         884384,$          43307,$              0,$         124954,$         437097,$           4783,$              0,$         147932,$         126311,$         312280,$           1765,$          20929,$         149855,$         124996,$          24859,$         139731,$        2152376,$        1875065,$         277311,$          13802,$          59543
Arkansas,2006,$       16481194,$        7015781,$         574980,$        6440801,$        3690394,$        2772131,$         918263,$          45541,$              0,$         127805,$         456377,$           5519,$              0,$         148879,$         134142,$         287716,$           1581,$          20916,$         144621,$         130196,$          14425,$         120598,$        2381358,$        2012835,$         368523,$           2292,$          79041
